game_id,subject_id,session_id,study_name,grade,DOB,age,sex,DOT,score,Item1_Acc,Item2_Acc,Item3_Acc,Item4_Acc,Item5_Acc,Item6_Acc,Item7_Acc,Item8_Acc,Item9_Acc,Item10_Acc,Item11_Acc,Item12_Acc,Item13_Acc,Item14_Acc,Item15_Acc,Item16_Acc,Item17_Acc,Item18_Acc,Item19_Acc,Item20_Acc,Item21_Acc,Item22_Acc,Item23_Acc,Item24_Acc,Item25_Acc,Item26_Acc,Item27_Acc,Item28_Acc,Item29_Acc,Item30_Acc,Item31_Acc,Item32_Acc,Item33_Acc,Item34_Acc,Item35_Acc,Item36_Acc,Item37_Acc,Item38_Acc,Item39_Acc,Item40_Acc,Item41_Acc,Item42_Acc,Item43_Acc,Item44_Acc,Item45_Acc,Item46_Acc,Item47_Acc,Item48_Acc,Item49_Acc
562,5024,.,"Goodstart Phase 1",.,2011-04-15,3,1,"2014-11-26 14:03:25",26,1,1,.,1,1,1,1,1,1,1,.,1,.,1,1,1,1,.,1,.,1,.,.,1,.,1,1,1,.,1,.,1,.,1,.,.,.,.,.,1,.,.,.,.,1,1,.,.,.,0,0,0,0,0
572,5024,.,"Goodstart Phase 1",.,2011-04-15,3,1,"2014-11-26 14:03:25",26,1,1,.,1,1,1,1,1,1,1,.,1,.,1,1,1,1,.,1,.,1,.,.,1,.,1,1,1,.,1,.,1,.,1,.,.,.,.,.,1,.,.,.,.,1,1,.,.,.,0,0,0,0,0
571,5035,.,"Goodstart Phase 1",.,2010-07-27,4,1,"2014-11-26 13:11:57",37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,1,1,1,.,1,.,1,.,1,1,.,.,.,.,1,.,.,1,1,.,1,.,0,0,0,1,0
561,5035,.,"Goodstart Phase 1",.,2010-07-27,4,1,"2014-11-26 13:11:57",37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,1,1,1,.,1,.,1,.,1,1,.,.,.,.,1,.,.,1,1,.,1,.,0,0,0,1,0
560,5028,.,"Goodstart Phase 1",.,2009-01-22,5,2,"2014-11-26 12:53:54",42,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,.,.,1,.,.,.,1,.,.,1,1,1,0,1,1,0
570,5028,.,"Goodstart Phase 1",.,2009-01-22,5,2,"2014-11-26 12:53:54",42,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,.,.,1,.,.,.,1,.,.,1,1,1,0,1,1,0
611,7040,.,"Goodstart Phase 1",.,2010-05-01,4,1,"2014-11-26 12:47:25",35,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,.,1,.,1,.,.,.,1,1,.,1,1,.,.,.,1,1,1,.,.,.,0,0,0,0,0
559,5020,.,"Goodstart Phase 1",.,2010-08-07,4,1,"2014-11-26 12:33:15",21,1,1,1,1,1,1,.,.,1,1,.,1,.,.,.,1,1,1,1,.,1,1,.,.,1,1,.,1,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
569,5020,.,"Goodstart Phase 1",.,2010-08-07,4,1,"2014-11-26 12:33:15",21,1,1,1,1,1,1,.,.,1,1,.,1,.,.,.,1,1,1,1,.,1,1,.,.,1,1,.,1,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
568,5012,.,"Goodstart Phase 1",.,2009-05-23,5,1,"2014-11-26 11:50:46",35,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,.,1,.,.,.,1,.,1,1,1,.,.,.,1,.,.,1,1,.,1,.,0,0,0,1,0
558,5012,.,"Goodstart Phase 1",.,2009-05-23,5,1,"2014-11-26 11:50:46",35,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,.,1,.,.,.,1,.,1,1,1,.,.,.,1,.,.,1,1,.,1,.,0,0,0,1,0
567,5025,.,"Goodstart Phase 1",.,2011-06-11,3,2,"2014-11-26 11:32:36",24,1,1,1,1,1,1,1,1,1,1,.,1,.,.,1,.,1,1,1,1,.,1,.,1,.,1,.,.,.,1,.,1,.,1,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
557,5025,.,"Goodstart Phase 1",.,2011-06-11,3,2,"2014-11-26 11:32:36",24,1,1,1,1,1,1,1,1,1,1,.,1,.,.,1,.,1,1,1,1,.,1,.,1,.,1,.,.,.,1,.,1,.,1,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
610,7036,.,"Goodstart Phase 1",.,2011-03-02,3,2,"2014-11-26 11:20:15",32,1,1,1,1,1,1,1,.,1,1,1,1,.,1,1,1,1,1,1,1,1,.,.,1,1,1,.,.,1,1,1,.,1,1,.,1,.,.,.,.,1,1,.,.,1,.,.,.,.,0,0,1,0,0
566,5014,.,"Goodstart Phase 1",.,2009-09-05,5,1,"2014-11-26 11:07:11",32,1,1,1,1,1,1,1,1,1,.,1,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,.,1,1,1,.,1,.,.,.,.,.,1,.,.,.,.,.,1,.,1,.,0,0,0,0,0
556,5014,.,"Goodstart Phase 1",.,2009-09-05,5,1,"2014-11-26 11:07:11",32,1,1,1,1,1,1,1,1,1,.,1,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,.,1,1,1,.,1,.,.,.,.,.,1,.,.,.,.,.,1,.,1,.,0,0,0,0,0
609,7024,.,"Goodstart Phase 1",.,2010-08-22,4,1,"2014-11-26 11:04:53",18,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,1,1,.,1,1,.,.,.,.,1,1,1,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
565,5002,.,"Goodstart Phase 1",.,2011-08-07,3,1,"2014-11-26 10:43:25",34,1,1,1,1,1,1,1,1,1,1,.,1,1,1,.,1,1,.,1,1,1,1,1,1,1,1,.,.,.,1,.,1,.,1,.,1,.,.,1,1,.,.,.,.,.,1,.,1,.,0,1,1,0,1
555,5002,.,"Goodstart Phase 1",.,2011-08-07,3,1,"2014-11-26 10:43:25",34,1,1,1,1,1,1,1,1,1,1,.,1,1,1,.,1,1,.,1,1,1,1,1,1,1,1,.,.,.,1,.,1,.,1,.,1,.,.,1,1,.,.,.,.,.,1,.,1,.,0,1,1,0,1
608,7014,.,"Goodstart Phase 1",.,2011-04-11,3,1,"2014-11-26 10:37:07",28,1,1,1,1,1,1,1,1,1,1,.,1,1,.,1,1,.,.,1,1,1,.,.,1,1,1,1,1,1,1,.,1,1,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,0,0,0,0,0
564,5008,.,"Goodstart Phase 1",.,2011-11-15,3,2,"2014-11-26 10:21:00",30,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,.,.,1,1,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,0,0,1,0,0
554,5008,.,"Goodstart Phase 1",.,2011-11-15,3,2,"2014-11-26 10:21:00",30,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,.,.,1,1,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,0,0,1,0,0
607,7019,.,"Goodstart Phase 1",.,2009-11-14,5,1,"2014-11-26 09:58:22",38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,.,1,.,1,1,1,.,1,.,1,1,.,.,1,1,1,.,.,.,1,.,1,1,0,0,0,0,0
553,5005,.,"Goodstart Phase 1",.,2011-10-02,3,2,"2014-11-26 09:41:52",21,1,1,1,1,1,1,1,1,1,.,.,1,.,1,.,1,1,1,1,.,.,.,.,.,1,1,.,.,1,.,.,1,.,1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,0,0,0,0,0
563,5005,.,"Goodstart Phase 1",.,2011-10-02,3,2,"2014-11-26 09:41:52",21,1,1,1,1,1,1,1,1,1,.,.,1,.,1,.,1,1,1,1,.,.,.,.,.,1,1,.,.,1,.,.,1,.,1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,0,0,0,0,0
606,7002,.,"Goodstart Phase 1",.,2012-02-22,2,2,"2014-11-26 09:28:57",11,1,1,1,1,1,1,.,.,.,1,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,0,0,0,0,0
605,7005,.,"Goodstart Phase 1",.,2011-11-03,3,2,"2014-11-26 09:08:39",4,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
604,7012,.,"Goodstart Phase 1",.,2012-01-10,2,1,"2014-11-26 08:42:08",22,1,1,1,1,1,1,1,.,.,1,.,1,1,.,1,1,1,1,1,.,1,.,.,1,1,.,.,.,.,1,.,1,.,1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,0,0,0,0,0
603,7003,.,"Goodstart Phase 1",.,2012-04-27,2,1,"2014-11-26 08:16:03",18,1,1,1,1,1,1,.,.,1,1,1,.,.,.,.,1,.,1,.,1,1,.,.,.,.,1,1,.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0
602,7032,.,"Goodstart Phase 1",.,2010-12-09,3,2,"2014-11-26 07:57:57",25,1,1,1,1,1,.,.,1,1,1,1,1,1,1,.,1,1,.,1,.,1,.,.,1,1,1,1,1,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,0,0,0,0,0
531,7028,.,"Goodstart Phase 1",.,2010-12-12,3,1,"2014-11-25 15:15:54",18,1,1,1,1,1,.,.,.,1,1,.,1,.,.,1,1,1,.,1,1,.,.,.,1,1,1,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
601,7028,.,"Goodstart Phase 1",.,2010-12-12,3,1,"2014-11-25 15:15:54",18,1,1,1,1,1,.,.,.,1,1,.,1,.,.,1,1,1,.,1,1,.,.,.,1,1,1,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
600,7030,.,"Goodstart Phase 1",.,2010-08-18,4,2,"2014-11-25 13:06:51",37,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,.,1,1,1,.,.,1,.,1,.,.,1,.,.,1,.,.,.,1,0,0,0,1,0
530,7030,.,"Goodstart Phase 1",.,2010-08-18,4,2,"2014-11-25 13:06:51",37,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,.,1,1,1,.,.,1,.,1,.,.,1,.,.,1,.,.,.,1,0,0,0,1,0
599,7010,.,"Goodstart Phase 1",.,2012-06-08,2,2,"2014-11-25 11:34:31",19,1,1,1,1,1,1,.,.,.,1,1,1,1,.,.,1,1,1,1,.,1,.,.,.,1,.,.,.,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
529,7010,.,"Goodstart Phase 1",.,2012-06-08,2,2,"2014-11-25 11:34:31",19,1,1,1,1,1,1,.,.,.,1,1,1,1,.,.,1,1,1,1,.,1,.,.,.,1,.,.,.,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
528,7006,.,"Goodstart Phase 1",.,2012-01-28,2,1,"2014-11-25 11:07:54",27,1,1,1,1,1,1,1,1,1,1,.,1,1,.,1,1,1,1,1,1,1,.,.,.,1,1,.,1,.,1,.,1,.,1,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,0,0,0,0,0
598,7006,.,"Goodstart Phase 1",.,2012-01-28,2,1,"2014-11-25 11:07:54",27,1,1,1,1,1,1,1,1,1,1,.,1,1,.,1,1,1,1,1,1,1,.,.,.,1,1,.,1,.,1,.,1,.,1,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,0,0,0,0,0
597,7035,.,"Goodstart Phase 1",.,2011-05-27,3,2,"2014-11-25 10:41:19",35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,.,1,1,1,.,1,.,.,.,1,1,.,.,.,.,.,.,1,.,.,.,1,1,0,0,1,0,0
527,7035,.,"Goodstart Phase 1",.,2011-05-27,3,2,"2014-11-25 10:41:19",35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,.,1,1,1,.,1,.,.,.,1,1,.,.,.,.,.,.,1,.,.,.,1,1,0,0,1,0,0
596,7018,.,"Goodstart Phase 1",.,2010-06-10,4,2,"2014-11-25 10:22:51",30,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,0,0,0,0
526,7018,.,"Goodstart Phase 1",.,2010-06-10,4,2,"2014-11-25 10:22:51",30,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,0,0,0,0
525,7031,.,"Goodstart Phase 1",.,2010-03-10,4,1,"2014-11-25 10:04:58",27,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
595,7031,.,"Goodstart Phase 1",.,2010-03-10,4,1,"2014-11-25 10:04:58",27,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
524,7023,.,"Goodstart Phase 1",.,2010-05-24,4,2,"2014-11-25 09:35:57",38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,.,1,1,1,.,1,1,1,.,1,1,1,.,1,.,.,1,.,.,.,.,.,1,1,.,1,1,0,0,1,1,0
594,7023,.,"Goodstart Phase 1",.,2010-05-24,4,2,"2014-11-25 09:35:57",38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,.,1,1,1,.,1,1,1,.,1,1,1,.,1,.,.,1,.,.,.,.,.,1,1,.,1,1,0,0,1,1,0
523,7022,.,"Goodstart Phase 1",.,2010-09-05,4,1,"2014-11-25 08:57:25",28,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,1,1,.,.,.,1,1,1,.,1,.,1,.,1,.,1,.,.,1,.,.,1,.,.,.,.,.,.,.,1,.,0,0,0,0,0
593,7022,.,"Goodstart Phase 1",.,2010-09-05,4,1,"2014-11-25 08:57:25",28,1,1,1,1,1,1,1,1,1,1,.,1,.,1,1,1,1,1,1,1,.,.,.,1,1,1,.,1,.,1,.,1,.,1,.,.,1,.,.,1,.,.,.,.,.,.,.,1,.,0,0,0,0,0
522,7029,.,"Goodstart Phase 1",.,2011-01-06,3,1,"2014-11-25 08:35:34",21,1,1,1,1,1,1,1,.,1,1,.,1,.,.,1,.,1,1,1,.,1,.,.,.,1,1,1,1,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
592,7029,.,"Goodstart Phase 1",.,2011-01-06,3,1,"2014-11-25 08:35:34",21,1,1,1,1,1,1,1,.,1,1,.,1,.,.,1,.,1,1,1,.,1,.,.,.,1,1,1,1,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
591,7026,.,"Goodstart Phase 1",.,2010-12-27,3,2,"2014-11-25 08:15:56",26,1,1,1,1,1,1,1,1,1,1,.,1,.,.,1,1,1,1,1,1,1,1,.,1,1,1,.,.,1,1,.,.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
521,7026,.,"Goodstart Phase 1",.,2010-12-27,3,2,"2014-11-25 08:15:56",26,1,1,1,1,1,1,1,1,1,1,.,1,.,.,1,1,1,1,1,1,1,1,.,1,1,1,.,.,1,1,.,.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
590,7034,.,"Goodstart Phase 1",.,2010-12-10,3,1,"2014-11-24 16:01:51",33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,.,1,1,1,1,1,1,1,.,1,1,1,.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,0,0,0,0,0
437,4026,.,"Goodstart Phase 1",.,.,2,1,"2014-11-24 15:22:33",15,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
436,4076,.,"Goodstart Phase 1",.,2012-04-16,2,2,"2014-11-24 14:53:11",12,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
589,7015,.,"Goodstart Phase 1",.,2011-11-06,3,2,"2014-11-24 12:46:11",28,1,1,1,1,1,1,1,1,1,.,.,1,1,1,.,1,1,1,1,1,1,1,.,1,1,1,.,.,1,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,1,0
435,4070,.,"Goodstart Phase 1",.,2010-01-14,4,1,"2014-11-24 11:57:47",29,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
588,7027,.,"Goodstart Phase 1",.,.,.,1,"2014-11-24 11:57:05",22,1,1,1,1,1,1,1,.,1,.,.,1,.,1,1,1,1,.,1,1,1,.,.,.,1,.,.,1,1,.,.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0
587,7020,.,"Goodstart Phase 1",.,2011-11-11,3,2,"2014-11-24 11:38:40",147,1,1,1,1,1,1,.,.,1,1,1,1,1,.,1,1,1,.,1,1,1,.,.,1,.,1,.,.,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,0,0
586,7009,.,"Goodstart Phase 1",.,2011-11-11,3,1,"2014-11-24 11:17:55",11,1,1,.,1,1,1,1,.,.,.,.,.,.,.,.,1,1,.,1,.,.,.,.,.,.,.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
434,4073,.,"Goodstart Phase 1",.,2009-11-17,5,1,"2014-11-24 11:13:19",26,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
585,7038,.,"Goodstart Phase 1",.,2011-07-16,3,1,"2014-11-24 10:51:14",9,.,1,.,1,1,.,1,.,.,.,.,.,.,.,.,.,1,.,1,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
433,4072,.,"Goodstart Phase 1",.,2009-08-11,5,2,"2014-11-24 10:36:48",25,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
584,7041,.,"Goodstart Phase 1",.,2010-12-14,3,2,"2014-11-24 10:27:47",21,1,1,1,1,1,.,1,1,1,.,.,.,.,.,1,.,1,1,1,1,1,.,1,1,.,.,.,.,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,0,0
583,7042,.,"Goodstart Phase 1",.,2011-04-04,3,1,"2014-11-24 10:07:41",19,1,1,1,1,1,1,1,.,1,1,.,1,.,.,1,1,1,.,.,1,1,.,.,.,.,.,1,.,.,1,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0
432,4005,.,"Goodstart Phase 1",.,2009-10-21,5,1,"2014-11-24 10:04:34",39,1,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
582,7017,.,"Goodstart Phase 1",.,2010-07-12,4,1,"2014-11-24 09:46:40",32,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,.,1,.,.,1,1,1,.,1,1,1,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,0,1,0,1,0
431,4030,.,"Goodstart Phase 1",.,2011-02-15,3,2,"2014-11-24 09:44:34",17,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
581,7025,.,"Goodstart Phase 1",.,2011-05-06,3,2,"2014-11-24 09:23:41",37,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,.,1,1,1,.,1,.,.,.,.,.,1,.,.,.,.,.,1,.,1,0,1,1,0
430,4069,.,"Goodstart Phase 1",.,2010-01-23,4,2,"2014-11-24 09:19:35",49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
429,4063,.,"Goodstart Phase 1",.,2011-02-03,3,1,"2014-11-21 14:09:14",19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
428,4060,.,"Goodstart Phase 1",.,2010-10-30,4,1,"2014-11-21 12:36:57",42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
580,3041,.,"Goodstart Phase 1",.,2009-05-19,5,2,"2014-11-21 11:14:34",38,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,.,1,.,1,.,1,1,1,.,.,.,.,.,.,1,1,.,.,.,1,0,1,1,0
579,3043,.,"Goodstart Phase 1",.,2009-10-05,5,2,"2014-11-21 10:54:45",40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,.,1,1,1,1,1,1,1,1,.,1,.,.,1,.,1,.,.,1,.,1,1,1,1,.,1,0,0,1,0,0
427,4020,.,"Goodstart Phase 1",.,2011-08-24,3,1,"2014-11-21 10:47:24",11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
578,3040,.,"Goodstart Phase 1",.,2009-04-24,5,2,"2014-11-21 10:35:45",38,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1,1,1,1,1,1,1,1,1,.,1,.,.,.,1,.,1,.,.,1,.,.,1,1,0,0,0,0,0
426,4016,.,"Goodstart Phase 1",.,2011-06-24,3,2,"2014-11-21 10:24:04",15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
